cell_id,cell_type,institution
21455,M2,UCSF
21456,M2,UCSF
21457,M2,UCSF
21458,M2,UCSF
21459,M2,UCSF
21460,M2,UCSF
21461,M2,UCSF
21462,M2,UCSF
21463,M2,UCSF
21464,M2,UCSF
21465,M2,UCSF
21466,M2,UCSF
21467,M2,UCSF
21468,M2,UCSF
21469,M2,UCSF
21470,M2,UCSF
21471,M2,UCSF
21472,M2,UCSF
21473,M2,UCSF
21474,M2,UCSF
21475,M2,UCSF
21476,M2,UCSF
21477,M2,UCSF
21478,M2,UCSF
21479,M2,UCSF
21480,M2,UCSF
21481,M2,UCSF
21482,M2,UCSF
21483,M2,UCSF
21484,M2,UCSF
21485,M2,UCSF
21486,M2,UCSF
21487,M2,UCSF
21488,M2,UCSF
21489,M2,UCSF
21490,M2,UCSF
21491,M2,UCSF
21492,M2,UCSF
21493,M2,UCSF
21494,M2,UCSF
21495,M2,UCSF
21496,M2,UCSF
21497,M2,UCSF
21498,M2,UCSF
21499,M2,UCSF
21500,M2,UCSF
21501,M2,UCSF
21502,M2,UCSF
21503,M2,UCSF
21504,M2,UCSF
21505,M2,UCSF
21506,M2,UCSF
21507,M2,UCSF
21508,M2,UCSF
21509,M2,UCSF
21510,M2,UCSF
21511,M2,UCSF
21512,M2,UCSF
21513,M2,UCSF
21514,M2,UCSF
21515,M2,UCSF
21516,M2,UCSF
21517,M2,UCSF
21518,M2,UCSF
21519,M2,UCSF
21520,M2,UCSF
21521,M2,UCSF
21522,M2,UCSF
21523,M2,UCSF
21524,M2,UCSF
21525,M2,UCSF
21526,M2,UCSF
21527,M2,UCSF
21528,M2,UCSF
21529,M2,UCSF
21530,M2,UCSF
21531,M2,UCSF
21532,M2,UCSF
21533,M2,UCSF
21534,M2,UCSF
21535,M2,UCSF
21536,M2,UCSF
21537,M2,UCSF
21538,M2,UCSF
21539,M2,UCSF
21540,M2,UCSF
21541,M2,UCSF
21542,M2,UCSF
21543,M2,UCSF
21544,M2,UCSF
21545,M2,UCSF
21546,M2,UCSF
21547,M2,UCSF
21548,M2,UCSF
21549,M2,UCSF
21550,M2,UCSF
21551,M2,UCSF
21552,M2,UCSF
21553,M2,UCSF
21554,M2,UCSF
21555,M2,UCSF
21556,M2,UCSF
21557,M2,UCSF
21558,M2,UCSF
21559,M2,UCSF
21560,M2,UCSF
21561,M2,UCSF
21562,M2,UCSF
21563,M2,UCSF
21564,M2,UCSF
21565,M2,UCSF
21566,M2,UCSF
21567,M2,UCSF
21568,M2,UCSF
21569,M2,UCSF
21570,M2,UCSF
21571,M2,UCSF
21572,M2,UCSF
21573,M2,UCSF
21574,M2,UCSF
21575,M2,UCSF
21576,M2,UCSF
21577,M2,UCSF
21578,M2,UCSF
21579,M2,UCSF
21580,M2,UCSF
21581,M2,UCSF
21582,M2,UCSF
21583,M2,UCSF
21584,M2,UCSF
21585,M2,UCSF
21586,M2,UCSF
21587,M2,UCSF
21588,M2,UCSF
21589,M2,UCSF
21590,M2,UCSF
21591,M2,UCSF
21592,M2,UCSF
21593,M2,UCSF
21594,M2,UCSF
21595,M2,UCSF
21596,M2,UCSF
21597,M2,UCSF
21598,M2,UCSF
21599,M2,UCSF
21600,M2,UCSF
21601,M2,UCSF
21602,M2,UCSF
21603,M2,UCSF
21604,M2,UCSF
21605,M2,UCSF
21606,M2,UCSF
21607,M2,UCSF
21608,M2,UCSF
21609,M2,UCSF
21610,M2,UCSF
21611,M2,UCSF
21612,M2,UCSF
21613,M2,UCSF
21614,M2,UCSF
21615,M2,UCSF
21616,M2,UCSF
21617,M2,UCSF
21618,M2,UCSF
21619,M2,UCSF
21620,M2,UCSF
21621,M2,UCSF
21622,M2,UCSF
21623,M2,UCSF
21624,M2,UCSF
21625,M2,UCSF
21626,M2,UCSF
21627,M2,UCSF
21628,M2,UCSF
21629,M2,UCSF
21630,M2,UCSF
21631,M2,UCSF
21632,M2,UCSF
21633,M2,UCSF
21634,M2,UCSF
21635,M2,UCSF
21636,M2,UCSF
21637,M2,UCSF
21638,M2,UCSF
21639,M2,UCSF
21640,M2,UCSF
21641,M2,UCSF
21642,M2,UCSF
21643,M2,UCSF
21644,M2,UCSF
21645,M2,UCSF
21646,M2,UCSF
21647,M2,UCSF
21648,M2,UCSF
21649,M2,UCSF
21650,M2,UCSF
21651,M2,UCSF
21652,M2,UCSF
21653,M2,UCSF
21654,M2,UCSF
21655,M2,UCSF
21656,M2,UCSF
21657,M2,UCSF
21658,M2,UCSF
21659,M2,UCSF
21660,M2,UCSF
21661,M2,UCSF
21662,M2,UCSF
21663,M2,UCSF
21664,M2,UCSF
21665,M2,UCSF
21666,M2,UCSF
21667,M2,UCSF
21668,M2,UCSF
21669,M2,UCSF
21670,M2,UCSF
21671,M2,UCSF
21672,M2,UCSF
21673,M2,UCSF
21674,M2,UCSF
21675,M2,UCSF
21676,M2,UCSF
21677,M2,UCSF
21678,M2,UCSF
21679,M2,UCSF
21680,M2,UCSF
21681,M2,UCSF
21682,M2,UCSF
21683,M2,UCSF
21684,M2,UCSF
21685,M2,UCSF
21686,M2,UCSF
21687,M2,UCSF
21688,M2,UCSF
21689,M2,UCSF
21690,M2,UCSF
21691,M2,UCSF
21692,M2,UCSF
21693,M2,UCSF
21694,M2,UCSF
21695,M2,UCSF
21696,M2,UCSF
21697,M2,UCSF
21698,M2,UCSF
21699,M2,UCSF
21700,M2,UCSF
21701,M2,UCSF
21702,M2,UCSF
21703,M2,UCSF
21704,M2,UCSF
21705,M2,UCSF
21706,M2,UCSF
21707,M2,UCSF
21708,M2,UCSF
21709,M2,UCSF
21710,M2,UCSF
21711,M2,UCSF
21712,M2,UCSF
21713,M2,UCSF
21714,M2,UCSF
21715,M2,UCSF
21716,M2,UCSF
21717,M2,UCSF
21718,M2,UCSF
21719,M2,UCSF
21720,M2,UCSF
21721,M2,UCSF
21722,M2,UCSF
21723,M2,UCSF
21724,M2,UCSF
21725,M2,UCSF
21726,M2,UCSF
21727,M2,UCSF
21728,M2,UCSF
21729,M2,UCSF
21730,M2,UCSF
21731,M2,UCSF
21732,M2,UCSF
21733,M2,UCSF
21734,M2,UCSF
21735,M2,UCSF
21736,M2,UCSF
21737,M2,UCSF
21738,M2,UCSF
21739,M2,UCSF
21740,M2,UCSF
21741,M2,UCSF
21742,M2,UCSF
21743,M2,UCSF
21744,M2,UCSF
21745,M2,UCSF
21746,M2,UCSF
21747,M2,UCSF
21748,M2,UCSF
21749,M2,UCSF
21750,M2,UCSF
21751,M2,UCSF
21752,M2,UCSF
21753,M2,UCSF
21754,M2,UCSF
21755,M2,UCSF
21756,M2,UCSF
21757,M2,UCSF
21758,M2,UCSF
21759,M2,UCSF
21760,M2,UCSF
21761,M2,UCSF
21762,M2,UCSF
21763,M2,UCSF
21764,M2,UCSF
21765,M2,UCSF
21766,M2,UCSF
21767,M2,UCSF
21768,M2,UCSF
21769,M2,UCSF
21770,M2,UCSF
21771,M2,UCSF
21772,M2,UCSF
21773,M2,UCSF
21774,M2,UCSF
21775,M2,UCSF
21776,M2,UCSF
21777,M2,UCSF
21778,M2,UCSF
21779,M2,UCSF
21780,M2,UCSF
21781,M2,UCSF
21782,M2,UCSF
21783,M2,UCSF
21784,M2,UCSF
21785,M2,UCSF
21786,M2,UCSF
21787,M2,UCSF
21788,M2,UCSF
21789,M2,UCSF
21790,M2,UCSF
21791,M2,UCSF
21792,M2,UCSF
21793,M2,UCSF
21794,M2,UCSF
21795,M2,UCSF
21796,M2,UCSF
21797,M2,UCSF
21798,M2,UCSF
21799,M2,UCSF
21800,M2,UCSF
21801,M2,UCSF
21802,M2,UCSF
21803,M2,UCSF
21804,M2,UCSF
21805,M2,UCSF
21806,M2,UCSF
21807,M2,UCSF
21808,M2,UCSF
21809,M2,UCSF
21810,M2,UCSF
21811,M2,UCSF
21812,M2,UCSF
21813,M2,UCSF
21814,M2,UCSF
21815,M2,UCSF
21816,M2,UCSF
21817,M2,UCSF
21818,M2,UCSF
21819,M2,UCSF
21820,M2,UCSF
21821,M2,UCSF
21822,M2,UCSF
21823,M2,UCSF
21824,M2,UCSF
21825,M2,UCSF
21826,M2,UCSF
21827,M2,UCSF
21828,M2,UCSF
21829,M2,UCSF
21830,M2,UCSF
21831,M2,UCSF
21832,M2,UCSF
21833,M2,UCSF
21834,M2,UCSF
21835,M2,UCSF
21836,M2,UCSF
21837,M2,UCSF
21838,M2,UCSF
21839,M2,UCSF
21840,M2,UCSF
21841,M2,UCSF
21842,M2,UCSF
21843,M2,UCSF
21844,M2,UCSF
21845,M2,UCSF
21846,M2,UCSF
21847,M2,UCSF
21848,M2,UCSF
21849,M2,UCSF
21850,M2,UCSF
21851,M2,UCSF
21852,M2,UCSF
21853,M2,UCSF
21854,M2,UCSF
21855,M2,UCSF
21856,M2,UCSF
21857,M2,UCSF
21858,M2,UCSF
21859,M2,UCSF
21860,M2,UCSF
21861,M2,UCSF
21862,M2,UCSF
21863,M2,UCSF
21864,M2,UCSF
21865,M2,UCSF
21866,M2,UCSF
21867,M2,UCSF
21868,M2,UCSF
21869,M2,UCSF
21870,M2,UCSF
21871,M2,UCSF
21872,M2,UCSF
21873,M2,UCSF
21874,M2,UCSF
21875,M2,UCSF
21876,M2,UCSF
21877,M2,UCSF
21878,M2,UCSF
21879,M2,UCSF
21880,M2,UCSF
21881,M2,UCSF
21882,M2,UCSF
21883,M2,UCSF
21884,M2,UCSF
21885,M2,UCSF
21886,M2,UCSF
21887,M2,UCSF
21888,M2,UCSF
21889,M2,UCSF
21890,M2,UCSF
21891,M2,UCSF
21892,M2,UCSF
21893,M2,UCSF
21894,M2,UCSF
21895,M2,UCSF
21896,M2,UCSF
21897,M2,UCSF
21898,M2,UCSF
21899,M2,UCSF
21900,M2,UCSF
21901,M2,UCSF
21902,M2,UCSF
21903,M2,UCSF
21904,M2,UCSF
21905,M2,UCSF
21906,M2,UCSF
21907,M2,UCSF
21908,M2,UCSF
21909,M2,UCSF
21910,M2,UCSF
21911,M2,UCSF
21912,M2,UCSF
21913,M2,UCSF
21914,M2,UCSF
21915,M2,UCSF
21916,M2,UCSF
21917,M2,UCSF
21918,M2,UCSF
21919,M2,UCSF
21920,M2,UCSF
21921,M2,UCSF
21922,M2,UCSF
21923,M2,UCSF
21924,M2,UCSF
21925,M2,UCSF
21926,M2,UCSF
21927,M2,UCSF
21928,M2,UCSF
21929,M2,UCSF
21930,M2,UCSF
21931,M2,UCSF
21932,M2,UCSF
21933,M2,UCSF
21934,M2,UCSF
21935,M2,UCSF
21936,M2,UCSF
21937,M2,UCSF
21938,M2,UCSF
21939,M2,UCSF
21940,M2,UCSF
21941,M2,UCSF
21942,M2,UCSF
21943,M2,UCSF
21944,M2,UCSF
21945,M2,UCSF
21946,M2,UCSF
21947,M2,UCSF
21948,M2,UCSF
21949,M2,UCSF
21950,M2,UCSF
21951,M2,UCSF
21952,M2,UCSF
21953,M2,UCSF
21954,M2,UCSF
21955,M2,UCSF
21956,M2,UCSF
21957,M2,UCSF
21958,M2,UCSF
21959,M2,UCSF
21960,M2,UCSF
21961,M2,UCSF
21962,M2,UCSF
21963,M2,UCSF
21964,M2,UCSF
21965,M2,UCSF
21966,M2,UCSF
21967,M2,UCSF
21968,M2,UCSF
21969,M2,UCSF
21970,M2,UCSF
21971,M2,UCSF
21972,M2,UCSF
21973,M2,UCSF
21974,M2,UCSF
21975,M2,UCSF
21976,M2,UCSF
21977,M2,UCSF
21978,M2,UCSF
21979,M2,UCSF
21980,M2,UCSF
21981,M2,UCSF
21982,M2,UCSF
21983,M2,UCSF
21984,M2,UCSF
21985,M2,UCSF
21986,M2,UCSF
21987,M2,UCSF
21988,M2,UCSF
21989,M2,UCSF
21990,M2,UCSF
21991,M2,UCSF
21992,M2,UCSF
21993,M2,UCSF
21994,M2,UCSF
21995,M2,UCSF
21996,M2,UCSF
21997,M2,UCSF
21998,M2,UCSF
21999,M2,UCSF
22000,M2,UCSF
22001,M2,UCSF
22002,M2,UCSF
22003,M2,UCSF
22004,M2,UCSF
22005,M2,UCSF
22006,M2,UCSF
22007,M2,UCSF
22008,M2,UCSF
22009,M2,UCSF
22010,M2,UCSF
22011,M2,UCSF
22012,M2,UCSF
22013,M2,UCSF
22014,M2,UCSF
22015,M2,UCSF
22016,M2,UCSF
22017,M2,UCSF
22018,M2,UCSF
22019,M2,UCSF
22020,M2,UCSF
22021,M2,UCSF
22022,M2,UCSF
22023,M2,UCSF
22024,M2,UCSF
22025,M2,UCSF
22026,M2,UCSF
22027,M2,UCSF
22028,M2,UCSF
22029,M2,UCSF
22030,M2,UCSF
22031,M2,UCSF
22032,M2,UCSF
22033,M2,UCSF
22034,M2,UCSF
22035,M2,UCSF
22036,M2,UCSF
22037,M2,UCSF
22038,M2,UCSF
22039,M2,UCSF
22040,M2,UCSF
22041,M2,UCSF
22042,M2,UCSF
22043,M2,UCSF
22044,M2,UCSF
22045,M2,UCSF
22046,M2,UCSF
22047,M2,UCSF
22048,M2,UCSF
22049,M2,UCSF
22050,M2,UCSF
22051,M2,UCSF
22052,M2,UCSF
22053,M2,UCSF
22054,M2,UCSF
22055,M2,UCSF
22056,M2,UCSF
22057,M2,UCSF
22058,M2,UCSF
22059,M2,UCSF
22060,M2,UCSF
22061,M2,UCSF
22062,M2,UCSF
22063,M2,UCSF
22064,M2,UCSF
22065,M2,UCSF
22066,M2,UCSF
22067,M2,UCSF
22068,M2,UCSF
22069,M2,UCSF
22070,M2,UCSF
22071,M2,UCSF
22072,M2,UCSF
22073,M2,UCSF
22074,M2,UCSF
22075,M2,UCSF
22076,M2,UCSF
22077,M2,UCSF
22078,M2,UCSF
22079,M2,UCSF
22080,M2,UCSF
22081,M2,UCSF
22082,M2,UCSF
22083,M2,UCSF
22084,M2,UCSF
22085,M2,UCSF
22086,M2,UCSF
22087,M2,UCSF
22088,M2,UCSF
22089,M2,UCSF
22090,M2,UCSF
22091,M2,UCSF
22092,M2,UCSF
22093,M2,UCSF
22094,M2,UCSF
22095,M2,UCSF
22096,M2,UCSF
22097,M2,UCSF
22098,M2,UCSF
22099,M2,UCSF
22100,M2,UCSF
22101,M2,UCSF
22102,M2,UCSF
22103,M2,UCSF
22104,M2,UCSF
22105,M2,UCSF
22106,M2,UCSF
22107,M2,UCSF
22108,M2,UCSF
22109,M2,UCSF
22110,M2,UCSF
22111,M2,UCSF
22112,M2,UCSF
22113,M2,UCSF
22114,M2,UCSF
22115,M2,UCSF
22116,M2,UCSF
22117,M2,UCSF
22118,M2,UCSF
22119,M2,UCSF
22120,M2,UCSF
22121,M2,UCSF
22122,M2,UCSF
22123,M2,UCSF
22124,M2,UCSF
22125,M2,UCSF
22126,M2,UCSF
22127,M2,UCSF
22128,M2,UCSF
22129,M2,UCSF
22130,M2,UCSF
22131,M2,UCSF
22132,M2,UCSF
22133,M2,UCSF
22134,M2,UCSF
22135,M2,UCSF
22136,M2,UCSF
22137,M2,UCSF
22138,M2,UCSF
22139,M2,UCSF
22140,M2,UCSF
22141,M2,UCSF
22142,M2,UCSF
22143,M2,UCSF
22144,M2,UCSF
22145,M2,UCSF
22146,M2,UCSF
22147,M2,UCSF
22148,M2,UCSF
22149,M2,UCSF
22150,M2,UCSF
22151,M2,UCSF
22152,M2,UCSF
22153,M2,UCSF
22154,M2,UCSF
22155,M2,UCSF
22156,M2,UCSF
22157,M2,UCSF
22158,M2,UCSF
22159,M2,UCSF
22160,M2,UCSF
22161,M2,UCSF
22162,M2,UCSF
22163,M2,UCSF
22164,M2,UCSF
22165,M2,UCSF
22166,M2,UCSF
22167,M2,UCSF
22168,M2,UCSF
22169,M2,UCSF
22170,M2,UCSF
22171,M2,UCSF
22172,M2,UCSF
22173,M2,UCSF
22174,M2,UCSF
22175,M2,UCSF
22176,M2,UCSF
22177,M2,UCSF
22178,M2,UCSF
22179,M2,UCSF
22180,M2,UCSF
22181,M2,UCSF
22182,M2,UCSF
22183,M2,UCSF
22184,M2,UCSF
22185,M2,UCSF
22186,M2,UCSF
22187,M2,UCSF
22188,M2,UCSF
22189,M2,UCSF
22190,M2,UCSF
22191,M2,UCSF
22192,M2,UCSF
22193,M2,UCSF
22194,M2,UCSF
22195,M2,UCSF
22196,M2,UCSF
22197,M2,UCSF
22198,M2,UCSF
22199,M2,UCSF
22200,M2,UCSF
22201,M2,UCSF
22202,M2,UCSF
22203,M2,UCSF
22204,M2,UCSF
22205,M2,UCSF
22206,M2,UCSF
22207,M2,UCSF
22208,M2,UCSF
22209,M2,UCSF
22210,M2,UCSF
22211,M2,UCSF
22212,M2,UCSF
22213,M2,UCSF
22214,M2,UCSF
22215,M2,UCSF
22216,M2,UCSF
22217,M2,UCSF
22218,M2,UCSF
22219,M2,UCSF
22220,M2,UCSF
22221,M2,UCSF
22222,M2,UCSF
22223,M2,UCSF
22224,M2,UCSF
22225,M2,UCSF
22226,M2,UCSF
22227,M2,UCSF
22228,M2,UCSF
22229,M2,UCSF
22230,M2,UCSF
22231,M2,UCSF
22232,M2,UCSF
22233,M2,UCSF
22234,M2,UCSF
22235,M2,UCSF
22236,M2,UCSF
22237,M2,UCSF
22238,M2,UCSF
22239,M2,UCSF
22240,M2,UCSF
22241,M2,UCSF
22242,M2,UCSF
22243,M2,UCSF
22244,M2,UCSF
22245,M2,UCSF
22246,M2,UCSF
22247,M2,UCSF
22248,M2,UCSF
22249,M2,UCSF
22250,M2,UCSF
22251,M2,UCSF
22252,M2,UCSF
22253,M2,UCSF
22254,M2,UCSF
22255,M2,UCSF
22256,M2,UCSF
22257,M2,UCSF
22258,M2,UCSF
22259,M2,UCSF
22260,M2,UCSF
22261,M2,UCSF
22262,M2,UCSF
22263,M2,UCSF
22264,M2,UCSF
22265,M2,UCSF
22266,M2,UCSF
22267,M2,UCSF
22268,M2,UCSF
22269,M2,UCSF
22270,M2,UCSF
22271,M2,UCSF
22272,M2,UCSF
22273,M2,UCSF
22274,M2,UCSF
22275,M2,UCSF
22276,M2,UCSF
22277,M2,UCSF
22278,M2,UCSF
22279,M2,UCSF
22280,M2,UCSF
22281,M2,UCSF
22282,M2,UCSF
22283,M2,UCSF
22284,M2,UCSF
22285,M2,UCSF
22286,M2,UCSF
22287,M2,UCSF
22288,M2,UCSF
22289,M2,UCSF
22290,M2,UCSF
22291,M2,UCSF
22292,M2,UCSF
22293,M2,UCSF
22294,M2,UCSF
22295,M2,UCSF
22296,M2,UCSF
22297,M2,UCSF
22298,M2,UCSF
22299,M2,UCSF
22300,M2,UCSF
22301,M2,UCSF
22302,M2,UCSF
22303,M2,UCSF
22304,M2,UCSF
22305,M2,UCSF
22306,M2,UCSF
22307,M2,UCSF
22308,M2,UCSF
22309,M2,UCSF
22310,M2,UCSF
22311,M2,UCSF
22312,M2,UCSF
22313,M2,UCSF
22314,M2,UCSF
22315,M2,UCSF
22316,M2,UCSF
22317,M2,UCSF
22318,M2,UCSF
22319,M2,UCSF
22320,M2,UCSF
22321,M2,UCSF
22322,M2,UCSF
22323,M2,UCSF
22324,M2,UCSF
22325,M2,UCSF
22326,M2,UCSF
22327,M2,UCSF
22328,M2,UCSF
22329,M2,UCSF
22330,M2,UCSF
22331,M2,UCSF
22332,M2,UCSF
22333,M2,UCSF
22334,M2,UCSF
22335,M2,UCSF
22336,M2,UCSF
22337,M2,UCSF
22338,M2,UCSF
22339,M2,UCSF
22340,M2,UCSF
22341,M2,UCSF
22342,M2,UCSF
22343,M2,UCSF
22344,M2,UCSF
22345,M2,UCSF
22346,M2,UCSF
22347,M2,UCSF
22348,M2,UCSF
22349,M2,UCSF
22350,M2,UCSF
22351,M2,UCSF
22352,M2,UCSF
22353,M2,UCSF
22354,M2,UCSF
22355,M2,UCSF
22356,M2,UCSF
22357,M2,UCSF
22358,M2,UCSF
22359,M2,UCSF
22360,M2,UCSF
22361,M2,UCSF
22362,M2,UCSF
22363,M2,UCSF
22364,M2,UCSF
22365,M2,UCSF
22366,M2,UCSF
22367,M2,UCSF
22368,M2,UCSF
22369,M2,UCSF
22370,M2,UCSF
22371,M2,UCSF
22372,M2,UCSF
22373,M2,UCSF
22374,M2,UCSF
22375,M2,UCSF
22376,M2,UCSF
22377,M2,UCSF
22378,M2,UCSF
22379,M2,UCSF
22380,M2,UCSF
22381,M2,UCSF
22382,M2,UCSF
22383,M2,UCSF
22384,M2,UCSF
22385,M2,UCSF
22386,M2,UCSF
22387,M2,UCSF
22388,M2,UCSF
22389,M2,UCSF
22390,M2,UCSF
22391,M2,UCSF
22392,M2,UCSF
22393,M2,UCSF
22394,M2,UCSF
22395,M2,UCSF
22396,M2,UCSF
22397,M2,UCSF
22398,M2,UCSF
22399,M2,UCSF
22400,M2,UCSF
22401,M2,UCSF
22402,M2,UCSF
22403,M2,UCSF
22404,M2,UCSF
22405,M2,UCSF
22406,M2,UCSF
22407,M2,UCSF
22408,M2,UCSF
22409,M2,UCSF
22410,M2,UCSF
22411,M2,UCSF
22412,M2,UCSF
22413,M2,UCSF
22414,M2,UCSF
22415,M2,UCSF
22416,M2,UCSF
22417,M2,UCSF
22418,M2,UCSF
22419,M2,UCSF
22420,M2,UCSF
22421,M2,UCSF
22422,M2,UCSF
22423,M2,UCSF
22424,M2,UCSF
22425,M2,UCSF
22426,M2,UCSF
22427,M2,UCSF
22428,M2,UCSF
22429,M2,UCSF
22430,M2,UCSF
22431,M2,UCSF
22432,M2,UCSF
22433,M2,UCSF
22434,M2,UCSF
22435,M2,UCSF
22436,M2,UCSF
22437,M2,UCSF
22438,M2,UCSF
22439,M2,UCSF
22440,M2,UCSF
22441,M2,UCSF
22442,M2,UCSF
22443,M2,UCSF
22444,M2,UCSF
22445,M2,UCSF
22446,M2,UCSF
22447,M2,UCSF
22448,M2,UCSF
22449,M2,UCSF
22450,M2,UCSF
22451,M2,UCSF
22452,M2,UCSF
22453,M2,UCSF
22454,M2,UCSF
22455,M2,UCSF
22456,M2,UCSF
22457,M2,UCSF
22458,M2,UCSF
22459,M2,UCSF
22460,M2,UCSF
22461,M2,UCSF
22462,M2,UCSF
22463,M2,UCSF
22464,M2,UCSF
22465,M2,UCSF
22466,M2,UCSF
22467,M2,UCSF
22468,M2,UCSF
22469,M2,UCSF
22470,M2,UCSF
22471,M2,UCSF
22472,M2,UCSF
22473,M2,UCSF
22474,M2,UCSF
22475,M2,UCSF
22476,M2,UCSF
22477,M2,UCSF
22478,M2,UCSF
22479,M2,UCSF
22480,M2,UCSF
22481,M2,UCSF
22482,M2,UCSF
22483,M2,UCSF
22484,M2,UCSF
22485,M2,UCSF
22486,M2,UCSF
22487,M2,UCSF
22488,M2,UCSF
22489,M2,UCSF
22490,M2,UCSF
22491,M2,UCSF
22492,M2,UCSF
22493,M2,UCSF
22494,M2,UCSF
22495,M2,UCSF
22496,M2,UCSF
22497,M2,UCSF
22498,M2,UCSF
22499,M2,UCSF
22500,M2,UCSF
22501,M2,UCSF
22502,M2,UCSF
22503,M2,UCSF
22504,M2,UCSF
22505,M2,UCSF
22506,M2,UCSF
22507,M2,UCSF
22508,M2,UCSF
22509,M2,UCSF
22510,M2,UCSF
22511,M2,UCSF
22512,M2,UCSF
22513,M2,UCSF
22514,M2,UCSF
22515,M2,UCSF
22516,M2,UCSF
22517,M2,UCSF
22518,M2,UCSF
22519,M2,UCSF
22520,M2,UCSF
22521,M2,UCSF
22522,M2,UCSF
22523,M2,UCSF
22524,M2,UCSF
22525,M2,UCSF
22526,M2,UCSF
22527,M2,UCSF
22528,M2,UCSF
22529,M2,UCSF
22530,M2,UCSF
22531,M2,UCSF
22532,M2,UCSF
22533,M2,UCSF
22534,M2,UCSF
22535,M2,UCSF
22536,M2,UCSF
22537,M2,UCSF
22538,M2,UCSF
22539,M2,UCSF
22540,M2,UCSF
22541,M2,UCSF
22542,M2,UCSF
22543,M2,UCSF
22544,M2,UCSF
22545,M2,UCSF
22546,M2,UCSF
22547,M2,UCSF
22548,M2,UCSF
22549,M2,UCSF
22550,M2,UCSF
22551,M2,UCSF
22552,M2,UCSF
22553,M2,UCSF
22554,M2,UCSF
22555,M2,UCSF
22556,M2,UCSF
22557,M2,UCSF
22558,M2,UCSF
22559,M2,UCSF
22560,M2,UCSF
22561,M2,UCSF
22562,M2,UCSF
22563,M2,UCSF
22564,M2,UCSF
22565,M2,UCSF
22566,M2,UCSF
22567,M2,UCSF
22568,M2,UCSF
22569,M2,UCSF
22570,M2,UCSF
22571,M2,UCSF
22572,M2,UCSF
22573,M2,UCSF
22574,M2,UCSF
22575,M2,UCSF
22576,M2,UCSF
22577,M2,UCSF
22578,M2,UCSF
22579,M2,UCSF
22580,M2,UCSF
22581,M2,UCSF
22582,M2,UCSF
22583,M2,UCSF
22584,M2,UCSF
22585,M2,UCSF
22586,M2,UCSF
22587,M2,UCSF
22588,M2,UCSF
22589,M2,UCSF
22590,M2,UCSF
22591,M2,UCSF
22592,M2,UCSF
22593,M2,UCSF
22594,M2,UCSF
22595,M2,UCSF
22596,M2,UCSF
22597,M2,UCSF
22598,M2,UCSF
22599,M2,UCSF
22600,M2,UCSF
22601,M2,UCSF
22602,M2,UCSF
22603,M2,UCSF
22604,M2,UCSF
22605,M2,UCSF
22606,M2,UCSF
22607,M2,UCSF
22608,M2,UCSF
22609,M2,UCSF
22610,M2,UCSF
22611,M2,UCSF
22612,M2,UCSF
22613,M2,UCSF
22614,M2,UCSF
22615,M2,UCSF
22616,M2,UCSF
22617,M2,UCSF
22618,M2,UCSF
22619,M2,UCSF
22620,M2,UCSF
22621,M2,UCSF
22622,M2,UCSF
22623,M2,UCSF
22624,M2,UCSF
22625,M2,UCSF
22626,M2,UCSF
22627,M2,UCSF
22628,M2,UCSF
22629,M2,UCSF
22630,M2,UCSF
22631,M2,UCSF
22632,M2,UCSF
22633,M2,UCSF
22634,M2,UCSF
22635,M2,UCSF
22636,M2,UCSF
22637,M2,UCSF
22638,M2,UCSF
22639,M2,UCSF
22640,M2,UCSF
22641,M2,UCSF
22642,M2,UCSF
22643,M2,UCSF
22644,M2,UCSF
22645,M2,UCSF
22646,M2,UCSF
22647,M2,UCSF
22648,M2,UCSF
22649,M2,UCSF
22650,M2,UCSF
22651,M2,UCSF
22652,M2,UCSF
22653,M2,UCSF
22654,M2,UCSF
22655,M2,UCSF
22656,M2,UCSF
22657,M2,UCSF
22658,M2,UCSF
22659,M2,UCSF
22660,M2,UCSF
22661,M2,UCSF
22662,M2,UCSF
22663,M2,UCSF
22664,M2,UCSF
22665,M2,UCSF
22666,M2,UCSF
22667,M2,UCSF
22668,M2,UCSF
22669,M2,UCSF
22670,M2,UCSF
22671,M2,UCSF
22672,M2,UCSF
22673,M2,UCSF
22674,M2,UCSF
22675,M2,UCSF
22676,M2,UCSF
22677,M2,UCSF
22678,M2,UCSF
22679,M2,UCSF
22680,M2,UCSF
22681,M2,UCSF
22682,M2,UCSF
22683,M2,UCSF
22684,M2,UCSF
22685,M2,UCSF
22686,M2,UCSF
22687,M2,UCSF
22688,M2,UCSF
22689,M2,UCSF
22690,M2,UCSF
22691,M2,UCSF
22692,M2,UCSF
22693,M2,UCSF
22694,M2,UCSF
22695,M2,UCSF
22696,M2,UCSF
22697,M2,UCSF
22698,M2,UCSF
22699,M2,UCSF
22700,M2,UCSF
22701,M2,UCSF
22702,M2,UCSF
22703,M2,UCSF
22704,M2,UCSF
22705,E1,UCSF
22706,E1,UCSF
22707,E1,UCSF
22708,E1,UCSF
22709,E1,UCSF
22710,E1,UCSF
22711,E1,UCSF
22712,E1,UCSF
22713,E1,UCSF
22714,E1,UCSF
22715,E1,UCSF
22716,E1,UCSF
22717,E1,UCSF
22718,E1,UCSF
22719,E1,UCSF
22720,E1,UCSF
22721,E1,UCSF
22722,E1,UCSF
22723,E1,UCSF
22724,E1,UCSF
22725,E1,UCSF
